id_text,provenience,height,width,thickness,features,scaled_features,cluster,distance,anomaly
411366,Dūr-Abī-ēšuḫ (mod. uncertain),99.0,70.0,33.0,"[99.0,70.0,33.0]","[1.8203339949417554,2.46546601635357,1.8315405134854972]",2,0.5963671709370262,0
411367,Dūr-Abī-ēšuḫ (mod. uncertain),63.0,56.0,26.0,"[63.0,56.0,26.0]","[0.31328125329037165,1.2291097728646305,0.7079154087174186]",1,0.8738476919217864,0
411368,Dūr-Abī-ēšuḫ (mod. uncertain),124.0,63.0,29.0,"[124.0,63.0,29.0]","[2.8668983988663275,1.8472878946091005,1.1894690250465951]",2,0.8211641559814823,0
411369,Dūr-Abī-ēšuḫ (mod. uncertain),107.0,68.0,34.0,"[107.0,68.0,34.0]","[2.1552346041976187,2.2888436958551504,1.9920583855952227]",2,0.39202165742632217,0
411370,Dūr-Abī-ēšuḫ (mod. uncertain),66.0,52.0,25.0,"[66.0,52.0,25.0]","[0.43886898176132033,0.8758651318677907,0.5473975366076931]",1,0.48754526431882045,0
411372,Dūr-Abī-ēšuḫ (mod. uncertain),130.0,71.0,35.0,"[130.0,71.0,35.0]","[3.1180738558082246,2.55377717660278,2.1525762577049483]",2,1.103068990537499,0
411373,Dūr-Abī-ēšuḫ (mod. uncertain),61.0,43.0,23.0,"[61.0,43.0,23.0]","[0.22955610097640589,0.08106468962490095,0.22636179238824208]",1,0.4124034738330009,0
411374,Dūr-Abī-ēšuḫ (mod. uncertain),103.0,58.0,33.0,"[103.0,58.0,33.0]","[1.987784299569687,1.4057320933630506,1.8315405134854972]",2,0.7369383690237971,0
411375,Dūr-Abī-ēšuḫ (mod. uncertain),125.0,54.0,28.0,"[125.0,54.0,28.0]","[2.90876097502331,1.0524874523662107,1.0289511529368696]",2,1.381253120180752,0
411376,Dūr-Abī-ēšuḫ (mod. uncertain),69.0,56.0,22.0,"[69.0,56.0,22.0]","[0.564456710232269,1.2291097728646305,0.06584392027851657]",1,0.9109079002361692,0
411385,Dūr-Abī-ēšuḫ (mod. uncertain),70.0,43.0,26.0,"[70.0,43.0,26.0]","[0.6063192863892518,0.08106468962490095,0.7079154087174186]",1,0.4862572276058146,0
411386,uncertain (mod. uncertain),55.0,40.0,21.0,"[55.0,40.0,21.0]","[-0.02161935596549141,-0.18386879112272897,-0.09467395183120894]",1,0.8857531619760514,0
411387,Larsa (mod. Tell as-Senkereh) ?,48.0,41.0,19.0,"[48.0,41.0,19.0]","[-0.3146573890643716,-0.095557630873519,-0.41570969605066]",0,0.6646890818849521,0
411393,Dūr-Abī-ēšuḫ (mod. uncertain),45.0,41.0,19.0,"[45.0,41.0,19.0]","[-0.44024511753532025,-0.095557630873519,-0.41570969605066]",0,0.6106418944815633,0
411397,uncertain (mod. uncertain),48.0,42.0,21.0,"[48.0,42.0,21.0]","[-0.3146573890643716,-0.007246470624309028,-0.09467395183120894]",0,0.8725240552557254,0
411399,uncertain (mod. uncertain),46.0,36.0,18.0,"[46.0,36.0,18.0]","[-0.39838254137833734,-0.5371134321195689,-0.5762275681603855]",0,0.2743309456198239,0
411400,uncertain (mod. uncertain),54.0,40.0,19.0,"[54.0,40.0,19.0]","[-0.06348193212247429,-0.18386879112272897,-0.41570969605066]",0,0.7653507858398687,0
411401,uncertain (mod. uncertain),48.0,43.0,21.0,"[48.0,43.0,21.0]","[-0.3146573890643716,0.08106468962490095,-0.09467395183120894]",1,0.9320576245468435,0
411402,uncertain (mod. uncertain),67.0,45.0,24.0,"[67.0,45.0,24.0]","[0.4807315579183032,0.2576870101233209,0.38687966449796757]",1,0.17811307114485145,0
411403,Dūr-Abī-ēšuḫ (mod. uncertain),49.0,67.0,24.0,"[49.0,67.0,24.0]","[-0.2727948129073887,2.2005325356059404,0.38687966449796757]",1,1.9117985112338338,1
411404,Dūr-Abī-ēšuḫ (mod. uncertain),67.0,45.0,24.0,"[67.0,45.0,24.0]","[0.4807315579183032,0.2576870101233209,0.38687966449796757]",1,0.17811307114485145,0
411405,uncertain (mod. uncertain),43.0,37.0,19.0,"[43.0,37.0,19.0]","[-0.523970269849286,-0.44880227187035887,-0.41570969605066]",0,0.2896281987795279,0
411406,uncertain (mod. uncertain),40.0,32.0,18.0,"[40.0,32.0,18.0]","[-0.6495579983202346,-0.8903580731164088,-0.5762275681603855]",0,0.2497759361333884,0
411407,uncertain (mod. uncertain),38.0,32.0,20.0,"[38.0,32.0,20.0]","[-0.7332831506342005,-0.8903580731164088,-0.2551918239409345]",0,0.425788330266431,0
411410,uncertain (mod. uncertain),56.0,52.0,22.0,"[56.0,52.0,22.0]","[0.020243220191491475,0.8758651318677907,0.06584392027851657]",1,0.6938073652854503,0
411412,Dūr-Abī-ēšuḫ (mod. uncertain),55.0,53.0,20.0,"[55.0,53.0,20.0]","[-0.02161935596549141,0.9641762921170006,-0.2551918239409345]",1,0.9668299607058852,0
411413,Dūr-Abī-ēšuḫ (mod. uncertain),49.0,49.0,20.0,"[49.0,49.0,20.0]","[-0.2727948129073887,0.6109316511201608,-0.2551918239409345]",1,0.9678444715370245,0
411414,Dūr-Abī-ēšuḫ (mod. uncertain),45.0,42.0,17.0,"[45.0,42.0,17.0]","[-0.44024511753532025,-0.007246470624309028,-0.736745440270111]",0,0.6839585178366105,0
411415,Dūr-Abī-ēšuḫ (mod. uncertain),52.0,53.0,22.0,"[52.0,53.0,22.0]","[-0.14720708443644007,0.9641762921170006,0.06584392027851657]",1,0.8508420916295548,0
411416,Dūr-Abī-ēšuḫ (mod. uncertain),48.0,48.0,18.0,"[48.0,48.0,18.0]","[-0.3146573890643716,0.5226204908709507,-0.5762275681603855]",0,1.211588911359096,0
411417,Dūr-Abī-ēšuḫ (mod. uncertain),50.0,49.0,21.0,"[50.0,49.0,21.0]","[-0.23093223675040583,0.6109316511201608,-0.09467395183120894]",1,0.831911686611055,0
411418,Dūr-Abī-ēšuḫ (mod. uncertain),49.0,48.0,20.0,"[49.0,48.0,20.0]","[-0.2727948129073887,0.5226204908709507,-0.2551918239409345]",1,0.9532334973887757,0
411419,Dūr-Abī-ēšuḫ (mod. uncertain),50.0,50.0,21.0,"[50.0,50.0,21.0]","[-0.23093223675040583,0.6992428113693707,-0.09467395183120894]",1,0.857754974867484,0
411420,Dūr-Abī-ēšuḫ (mod. uncertain),49.0,49.0,22.0,"[49.0,49.0,22.0]","[-0.2727948129073887,0.6109316511201608,0.06584392027851657]",1,0.7788194047319712,0
411421,Dūr-Abī-ēšuḫ (mod. uncertain),41.0,40.0,21.0,"[41.0,40.0,21.0]","[-0.6076954221632518,-0.18386879112272897,-0.09467395183120894]",0,0.6759131977221257,0
411422,Dūr-Abī-ēšuḫ (mod. uncertain),78.0,45.0,25.0,"[78.0,45.0,25.0]","[0.9412198956451149,0.2576870101233209,0.5473975366076931]",1,0.5847873758326243,0
411423,Dūr-Abī-ēšuḫ (mod. uncertain),35.0,35.0,24.0,"[35.0,35.0,24.0]","[-0.858870879105149,-0.6254245923687788,0.38687966449796757]",0,0.9992683217486432,0
411424,Dūr-Abī-ēšuḫ (mod. uncertain),40.0,36.0,23.0,"[40.0,36.0,23.0]","[-0.6495579983202346,-0.5371134321195689,0.22636179238824208]",0,0.823534325194833,0
411425,Dūr-Abī-ēšuḫ (mod. uncertain),38.0,38.0,22.0,"[38.0,38.0,22.0]","[-0.7332831506342005,-0.36049111162114894,0.06584392027851657]",0,0.718485457787488,0
411426,Dūr-Abī-ēšuḫ (mod. uncertain),48.0,41.0,25.0,"[48.0,41.0,25.0]","[-0.3146573890643716,-0.095557630873519,0.5473975366076931]",1,0.875952878586357,0
411427,Dūr-Abī-ēšuḫ (mod. uncertain),77.0,47.0,29.0,"[77.0,47.0,29.0]","[0.899357319488132,0.4343093306217408,1.1894690250465951]",1,0.9231607760847317,0
411428,Dūr-Abī-ēšuḫ (mod. uncertain),68.0,44.0,25.0,"[68.0,44.0,25.0]","[0.5225941340752861,0.16937584987411092,0.5473975366076931]",1,0.30102736637507216,0
411429,Dūr-Abī-ēšuḫ (mod. uncertain),49.0,47.0,21.0,"[49.0,47.0,21.0]","[-0.2727948129073887,0.4343093306217408,-0.09467395183120894]",1,0.8398424773949704,0
411430,uncertain (mod. uncertain),45.0,37.0,18.0,"[45.0,37.0,18.0]","[-0.44024511753532025,-0.44880227187035887,-0.5762275681603855]",0,0.28624296091699925,0
411431,uncertain (mod. uncertain),43.0,35.0,17.0,"[43.0,35.0,17.0]","[-0.523970269849286,-0.6254245923687788,-0.736745440270111]",0,0.19484209175990802,0
411432,uncertain (mod. uncertain),56.0,40.0,19.0,"[56.0,40.0,19.0]","[0.020243220191491475,-0.18386879112272897,-0.41570969605066]",0,0.8314433353179854,0
411440,Dūr-Abī-ēšuḫ (mod. uncertain),42.0,40.0,19.0,"[42.0,40.0,19.0]","[-0.5658328460062689,-0.18386879112272897,-0.41570969605066]",0,0.49695121097711625,0
411441,Dūr-Abī-ēšuḫ (mod. uncertain),41.0,42.0,18.0,"[41.0,42.0,18.0]","[-0.6076954221632518,-0.007246470624309028,-0.5762275681603855]",0,0.6354598812456177,0
411442,Dūr-Abī-ēšuḫ (mod. uncertain),43.0,42.0,16.0,"[43.0,42.0,16.0]","[-0.523970269849286,-0.007246470624309028,-0.8972633123798365]",0,0.7155831036825797,0
411443,Dūr-Abī-ēšuḫ (mod. uncertain),46.0,44.0,18.0,"[46.0,44.0,18.0]","[-0.39838254137833734,0.16937584987411092,-0.5762275681603855]",0,0.8492247874356458,0
411444,Dūr-Abī-ēšuḫ (mod. uncertain),43.0,41.0,18.0,"[43.0,41.0,18.0]","[-0.523970269849286,-0.095557630873519,-0.5762275681603855]",0,0.5604279600307577,0
411445,Dūr-Abī-ēšuḫ (mod. uncertain),42.0,41.0,18.0,"[42.0,41.0,18.0]","[-0.5658328460062689,-0.095557630873519,-0.5762275681603855]",0,0.5523796549631609,0
411461,Dūr-Abī-ēšuḫ (mod. uncertain),53.0,53.0,20.0,"[53.0,53.0,20.0]","[-0.10534450827945717,0.9641762921170006,-0.2551918239409345]",1,1.005391526188695,0
411462,Dūr-Abī-ēšuḫ (mod. uncertain),55.0,52.0,24.0,"[55.0,52.0,24.0]","[-0.02161935596549141,0.8758651318677907,0.38687966449796757]",1,0.6245813401943249,0
411463,Dūr-Abī-ēšuḫ (mod. uncertain),50.0,50.0,25.0,"[50.0,50.0,25.0]","[-0.23093223675040583,0.6992428113693707,0.5473975366076931]",1,0.698335794142492,0
411464,Dūr-Abī-ēšuḫ (mod. uncertain),45.0,44.0,20.0,"[45.0,44.0,20.0]","[-0.44024511753532025,0.16937584987411092,-0.2551918239409345]",0,0.9022178966479852,0
411465,Dūr-Abī-ēšuḫ (mod. uncertain),37.0,37.0,19.0,"[37.0,37.0,19.0]","[-0.7751457267911833,-0.44880227187035887,-0.41570969605066]",0,0.2876133880770416,0
411466,Dūr-Abī-ēšuḫ (mod. uncertain),37.0,35.0,15.0,"[37.0,35.0,15.0]","[-0.7751457267911833,-0.6254245923687788,-1.057781184489562]",0,0.4834323066315079,0
411467,Dūr-Abī-ēšuḫ (mod. uncertain),44.0,43.0,17.0,"[44.0,43.0,17.0]","[-0.4821076936923031,0.08106468962490095,-0.736745440270111]",0,0.7560212311376283,0
411468,Dūr-Abī-ēšuḫ (mod. uncertain),45.0,45.0,16.0,"[45.0,45.0,16.0]","[-0.44024511753532025,0.2576870101233209,-0.8972633123798365]",0,0.9728743591914805,0
411469,Dūr-Abī-ēšuḫ (mod. uncertain),40.0,39.0,17.0,"[40.0,39.0,17.0]","[-0.6495579983202346,-0.27217995137193896,-0.736745440270111]",0,0.3967362073986572,0
411470,Dūr-Abī-ēšuḫ (mod. uncertain),38.0,37.0,16.0,"[38.0,37.0,16.0]","[-0.7332831506342005,-0.44880227187035887,-0.8972633123798365]",0,0.3709698347503137,0
411471,Dūr-Abī-ēšuḫ (mod. uncertain),44.0,45.0,15.0,"[44.0,45.0,15.0]","[-0.4821076936923031,0.2576870101233209,-1.057781184489562]",0,1.0270041787608544,0
411804,uncertain (mod. uncertain),72.0,75.0,31.0,"[72.0,75.0,31.0]","[0.6900444387032176,2.90702181759962,1.5105047692660463]",2,1.7701396209171343,1
411891,uncertain (mod. uncertain),71.0,70.0,20.0,"[71.0,70.0,20.0]","[0.6481818625462348,2.46546601635357,-0.2551918239409345]",1,2.180670537293357,1
411894,uncertain (mod. uncertain),39.0,52.0,14.0,"[39.0,52.0,14.0]","[-0.6914205744772175,0.8758651318677907,-1.2182990565992875]",0,1.6420966750596488,1
411896,uncertain (mod. uncertain),79.0,83.0,29.0,"[79.0,83.0,29.0]","[0.9830824718020978,3.6135110995932997,1.1894690250465951]",2,2.046059316382954,1
411897,uncertain (mod. uncertain),52.0,65.0,21.0,"[52.0,65.0,21.0]","[-0.14720708443644007,2.02391021510752,-0.09467395183120894]",1,1.779153374571527,1
412852,Uruk (mod. Warka),33.0,33.0,23.0,"[33.0,33.0,23.0]","[-0.9425960314191149,-0.8020469128671988,0.22636179238824208]",0,0.8819657811922444,0
412949,Uruk (mod. Warka),34.0,32.0,20.0,"[34.0,32.0,20.0]","[-0.900733455262132,-0.8903580731164088,-0.2551918239409345]",0,0.4864150040993496,0
412951,Uruk (mod. Warka),34.0,32.0,23.0,"[34.0,32.0,23.0]","[-0.900733455262132,-0.8903580731164088,0.22636179238824208]",0,0.8896727239050857,0
413165,Kish (mod. Tell Uhaimir),85.0,55.0,20.0,"[85.0,55.0,20.0]","[1.2342579287439952,1.1407986126154206,-0.2551918239409345]",1,1.3054002480225233,0
414502,Larsa (mod. Tell as-Senkereh) ?,81.0,53.0,26.0,"[81.0,53.0,26.0]","[1.0668076241160636,0.9641762921170006,0.7079154087174186]",1,0.9218355499266923,0
414507,Larsa (mod. Tell as-Senkereh) ?,61.0,40.0,20.0,"[61.0,40.0,20.0]","[0.22955610097640589,-0.18386879112272897,-0.2551918239409345]",1,0.911794521087706,0
416488,uncertain (mod. uncertain),48.0,41.0,27.0,"[48.0,41.0,27.0]","[-0.3146573890643716,-0.095557630873519,0.8684332808271441]",1,0.9759354153522091,0
416526,Larsa (mod. Tell as-Senkereh),32.0,41.0,18.0,"[32.0,41.0,18.0]","[-0.9844586075760977,-0.095557630873519,-0.5762275681603855]",0,0.6390097124629439,0
416527,Larsa (mod. Tell as-Senkereh),60.0,38.0,20.0,"[60.0,38.0,20.0]","[0.187693524819423,-0.36049111162114894,-0.2551918239409345]",0,0.9466005805456336,0
423586,Larsa (mod. Tell as-Senkereh) ?,70.0,43.0,26.0,"[70.0,43.0,26.0]","[0.6063192863892518,0.08106468962490095,0.7079154087174186]",1,0.4862572276058146,0
423870,uncertain (mod. Babylonia),84.0,52.0,24.0,"[84.0,52.0,24.0]","[1.1923953525870121,0.8758651318677907,0.38687966449796757]",1,0.9288831375851913,0
423871,Isin (mod. Bahriyat) ?,82.0,46.0,24.0,"[82.0,46.0,24.0]","[1.1086702002730464,0.34599817037253083,0.38687966449796757]",1,0.7213754980187882,0
429709,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,42.0,40.0,21.0,"[42.0,40.0,21.0]","[-0.5658328460062689,-0.18386879112272897,-0.09467395183120894]",0,0.6799337581389577,0
429711,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,43.0,39.0,22.0,"[43.0,39.0,22.0]","[-0.523970269849286,-0.27217995137193896,0.06584392027851657]",0,0.7637388291473156,0
429713,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,36.0,35.0,17.0,"[36.0,35.0,17.0]","[-0.8170083029481662,-0.6254245923687788,-0.736745440270111]",0,0.22107441375526063,0
429714,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,42.0,39.0,20.0,"[42.0,39.0,20.0]","[-0.5658328460062689,-0.27217995137193896,-0.2551918239409345]",0,0.5058927016160795,0
429715,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,89.0,62.0,28.0,"[89.0,62.0,28.0]","[1.4017082333719266,1.7589767343598903,1.0289511529368696]",2,1.1090210047265592,0
429716,uncertain (mod. northern Babylonia),70.0,46.0,25.0,"[70.0,46.0,25.0]","[0.6063192863892518,0.34599817037253083,0.5473975366076931]",1,0.2582007571266978,0
429717,Kish (mod. Tell Uhaimir),81.0,50.0,27.0,"[81.0,50.0,27.0]","[1.0668076241160636,0.6992428113693707,0.8684332808271441]",1,0.8622871059156687,0
429718,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,45.0,41.0,22.0,"[45.0,41.0,22.0]","[-0.44024511753532025,-0.095557630873519,0.06584392027851657]",0,0.8793211012729946,0
429719,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,31.0,30.0,14.0,"[31.0,30.0,14.0]","[-1.0263211837330806,-1.0669803936148288,-1.2182990565992875]",0,0.8459813355395488,0
429722,Kish (mod. Tell Uhaimir),53.0,52.0,25.0,"[53.0,52.0,25.0]","[-0.10534450827945717,0.8758651318677907,0.5473975366076931]",1,0.6938545102901675,0
430057,Lagaba (mod. uncertain),18.0,32.0,20.0,"[18.0,32.0,20.0]","[-1.5705346737738581,-0.8903580731164088,-0.2551918239409345]",0,1.0092606515168872,0
430059,Lagaba (mod. uncertain),19.0,28.0,19.0,"[19.0,28.0,19.0]","[-1.5286720976168753,-1.2436027141132486,-0.41570969605066]",0,1.0781845820271285,0
430851,uncertain (mod. uncertain),27.0,27.0,18.0,"[27.0,27.0,18.0]","[-1.1937714883610122,-1.3319138743624586,-0.5762275681603855]",0,0.8781876507130223,0
430962,Isin (mod. Bahriyat),92.0,47.0,26.0,"[92.0,47.0,26.0]","[1.5272959618428752,0.4343093306217408,0.7079154087174186]",1,1.172911962738379,0
430963,Isin (mod. Bahriyat),91.0,45.0,25.0,"[91.0,45.0,25.0]","[1.4854333856858923,0.2576870101233209,0.5473975366076931]",1,1.1123630306097836,0
430964,Isin (mod. Bahriyat),107.0,53.0,27.0,"[107.0,53.0,27.0]","[2.1552346041976187,0.9641762921170006,0.8684332808271441]",2,1.3776206862145068,0
430965,Isin (mod. Bahriyat),107.0,47.0,24.0,"[107.0,47.0,24.0]","[2.1552346041976187,0.4343093306217408,0.38687966449796757]",1,1.7650408160936657,1
430966,Isin (mod. Bahriyat),79.0,45.0,22.0,"[79.0,45.0,22.0]","[0.9830824718020978,0.2576870101233209,0.06584392027851657]",1,0.7060996138052972,0
430967,Isin (mod. Bahriyat),70.0,42.0,22.0,"[70.0,42.0,22.0]","[0.6063192863892518,-0.007246470624309028,0.06584392027851657]",1,0.5864353506987002,0
433438,Uruk (mod. Warka),50.0,40.0,15.0,"[50.0,40.0,15.0]","[-0.23093223675040583,-0.18386879112272897,-1.057781184489562]",0,0.7774533548170173,0
433512,Larsa (mod. Tell as-Senkereh),55.0,42.0,15.0,"[55.0,42.0,15.0]","[-0.02161935596549141,-0.007246470624309028,-1.057781184489562]",0,1.00853313533423,0
449188,Dūr-Abī-ēšuḫ (mod. uncertain),38.0,36.0,22.0,"[38.0,36.0,22.0]","[-0.7332831506342005,-0.5371134321195689,0.06584392027851657]",0,0.6695717791090237,0
449190,Dūr-Abī-ēšuḫ (mod. uncertain),73.0,47.0,27.0,"[73.0,47.0,27.0]","[0.7319070148602005,0.4343093306217408,0.8684332808271441]",1,0.5644727446922857,0
449656,Dūr-Abī-ēšuḫ (mod. uncertain) ?,19.0,46.0,22.0,"[19.0,46.0,22.0]","[-1.5286720976168753,0.34599817037253083,0.06584392027851657]",0,1.4744012139932572,0
449657,Dūr-Abī-ēšuḫ (mod. uncertain) ?,24.0,18.0,16.0,"[24.0,18.0,16.0]","[-1.3193592168319608,-2.1267143166053484,-0.8972633123798365]",0,1.65738200572338,1
449673,Dūr-Abī-ēšuḫ (mod. uncertain),87.0,52.0,26.0,"[87.0,52.0,26.0]","[1.317983081057961,0.8758651318677907,0.7079154087174186]",1,1.0779871659860563,0
449674,Dūr-Abī-ēšuḫ (mod. uncertain),83.0,55.0,27.0,"[83.0,55.0,27.0]","[1.1505327764300293,1.1407986126154206,0.8684332808271441]",1,1.1471978383613826,0
449681,Dūr-Abī-ēšuḫ (mod. uncertain),36.0,32.0,23.0,"[36.0,32.0,23.0]","[-0.8170083029481662,-0.8903580731164088,0.22636179238824208]",0,0.8699745556737567,0
449682,Dūr-Abī-ēšuḫ (mod. uncertain),40.0,36.0,28.0,"[40.0,36.0,28.0]","[-0.6495579983202346,-0.5371134321195689,1.0289511529368696]",1,1.531819825717876,1
449683,Dūr-Abī-ēšuḫ (mod. uncertain),41.0,36.0,24.0,"[41.0,36.0,24.0]","[-0.6076954221632518,-0.5371134321195689,0.38687966449796757]",0,0.9839673339904327,0
449684,Dūr-Abī-ēšuḫ (mod. uncertain),35.0,35.0,26.0,"[35.0,35.0,26.0]","[-0.858870879105149,-0.6254245923687788,0.7079154087174186]",0,1.3149929024707236,0
449685,Dūr-Abī-ēšuḫ (mod. uncertain),41.0,37.0,20.0,"[41.0,37.0,20.0]","[-0.6076954221632518,-0.44880227187035887,-0.2551918239409345]",0,0.38908319312876855,0
449687,Dūr-Abī-ēšuḫ (mod. uncertain),46.0,39.0,22.0,"[46.0,39.0,22.0]","[-0.39838254137833734,-0.27217995137193896,0.06584392027851657]",0,0.7944780349627988,0
449688,Dūr-Abī-ēšuḫ (mod. uncertain),42.0,42.0,23.0,"[42.0,42.0,23.0]","[-0.5658328460062689,-0.007246470624309028,0.22636179238824208]",0,1.0375278237335344,0
449693,Dūr-Abī-ēšuḫ (mod. uncertain),45.0,39.0,23.0,"[45.0,39.0,23.0]","[-0.44024511753532025,-0.27217995137193896,0.22636179238824208]",0,0.9209934430777357,0
449696,Dūr-Abī-ēšuḫ (mod. uncertain),48.0,44.0,25.0,"[48.0,44.0,25.0]","[-0.3146573890643716,0.16937584987411092,0.5473975366076931]",1,0.7554739639734382,0
449698,Dūr-Abī-ēšuḫ (mod. uncertain),47.0,46.0,25.0,"[47.0,46.0,25.0]","[-0.3565199652213545,0.34599817037253083,0.5473975366076931]",1,0.7605936166301954,0
449699,Dūr-Abī-ēšuḫ (mod. uncertain),60.0,43.0,24.0,"[60.0,43.0,24.0]","[0.187693524819423,0.08106468962490095,0.38687966449796757]",1,0.38609419698836844,0
449702,Dūr-Abī-ēšuḫ (mod. uncertain),58.0,49.0,26.0,"[58.0,49.0,26.0]","[0.10396837250545725,0.6109316511201608,0.7079154087174186]",1,0.45454461187835593,0
449719,Dūr-Abī-ēšuḫ (mod. uncertain),100.0,55.0,31.0,"[100.0,55.0,31.0]","[1.8621965710987383,1.1407986126154206,1.5105047692660463]",2,1.025649683989013,0
449720,uncertain (mod. uncertain),110.0,60.0,29.0,"[110.0,60.0,29.0]","[2.280822332668567,1.5823544138614705,1.1894690250465951]",2,0.694111144278007,0
449721,Dūr-Abī-ēšuḫ (mod. uncertain),95.0,50.0,27.0,"[95.0,50.0,27.0]","[1.652883690313824,0.6992428113693707,0.8684332808271441]",1,1.3709602057949097,0
449722,Dūr-Abī-ēšuḫ (mod. uncertain),99.0,51.0,31.0,"[99.0,51.0,31.0]","[1.8203339949417554,0.7875539716185808,1.5105047692660463]",2,1.3684603184277788,0
449723,Dūr-Abī-ēšuḫ (mod. uncertain),103.0,55.0,28.0,"[103.0,55.0,28.0]","[1.987784299569687,1.1407986126154206,1.0289511529368696]",2,1.166598597511265,0
449724,Dūr-Abī-ēšuḫ (mod. uncertain),106.0,57.0,37.0,"[106.0,57.0,37.0]","[2.1133720280406356,1.3174209331138405,2.4736120019243995]",2,1.1113274172211565,0
449725,uncertain (mod. uncertain),101.0,62.0,32.0,"[101.0,62.0,32.0]","[1.9040591472557213,1.7589767343598903,1.6710226413757716]",2,0.4672458742167738,0
449726,uncertain (mod. uncertain),43.0,63.0,23.0,"[43.0,63.0,23.0]","[-0.523970269849286,1.8472878946091005,0.22636179238824208]",1,1.7163606185551066,1
449727,Dūr-Abī-ēšuḫ (mod. uncertain),71.0,48.0,23.0,"[71.0,48.0,23.0]","[0.6481818625462348,0.5226204908709507,0.22636179238824208]",1,0.3417443853653747,0
449728,uncertain (mod. uncertain),52.0,45.0,22.0,"[52.0,45.0,22.0]","[-0.14720708443644007,0.2576870101233209,0.06584392027851657]",1,0.661052806034514,0
449729,uncertain (mod. uncertain),39.0,39.0,23.0,"[39.0,39.0,23.0]","[-0.6914205744772175,-0.27217995137193896,0.22636179238824208]",0,0.8972215350096557,0
449730,uncertain (mod. uncertain),81.0,58.0,26.0,"[81.0,58.0,26.0]","[1.0668076241160636,1.4057320933630506,0.7079154087174186]",1,1.2393728880089665,0
449731,uncertain (mod. uncertain),158.0,82.0,34.0,"[158.0,82.0,34.0]","[4.290225988203745,3.52519993934409,1.9920583855952227]",2,2.525199791495717,1
449732,uncertain (mod. uncertain),98.0,56.0,27.0,"[98.0,56.0,27.0]","[1.7784714187847726,1.2291097728646305,0.8684332808271441]",2,1.2600782614062846,0
449733,Dūr-Abī-ēšuḫ (mod. uncertain),108.0,60.0,28.0,"[108.0,60.0,28.0]","[2.1970971803546013,1.5823544138614705,1.0289511529368696]",2,0.8150084876405598,0
449734,uncertain (mod. uncertain),70.0,43.0,20.0,"[70.0,43.0,20.0]","[0.6063192863892518,0.08106468962490095,-0.2551918239409345]",1,0.7800975353715922,0
449735,uncertain (mod. uncertain),48.0,36.0,21.0,"[48.0,36.0,21.0]","[-0.3146573890643716,-0.5371134321195689,-0.09467395183120894]",0,0.6086383206731217,0
449736,Dūr-Abī-ēšuḫ (mod. uncertain),46.0,45.0,19.0,"[46.0,45.0,19.0]","[-0.39838254137833734,0.2576870101233209,-0.41570969605066]",0,0.9499946792918098,0
449737,uncertain (mod. uncertain),48.0,45.0,18.0,"[48.0,45.0,18.0]","[-0.3146573890643716,0.2576870101233209,-0.5762275681603855]",0,0.9599844442588618,0
449738,uncertain (mod. uncertain),46.0,53.0,19.0,"[46.0,53.0,19.0]","[-0.39838254137833734,0.9641762921170006,-0.41570969605066]",1,1.2766281649428932,0
449739,uncertain (mod. uncertain),39.0,45.0,18.0,"[39.0,45.0,18.0]","[-0.6914205744772175,0.2576870101233209,-0.5762275681603855]",0,0.8996775209100584,0
449740,uncertain (mod. uncertain),46.0,44.0,18.0,"[46.0,44.0,18.0]","[-0.39838254137833734,0.16937584987411092,-0.5762275681603855]",0,0.8492247874356458,0
449741,uncertain (mod. uncertain),53.0,47.0,20.0,"[53.0,47.0,20.0]","[-0.10534450827945717,0.4343093306217408,-0.2551918239409345]",1,0.8378661583125645,0
449742,uncertain (mod. uncertain),47.0,48.0,20.0,"[47.0,48.0,20.0]","[-0.3565199652213545,0.5226204908709507,-0.2551918239409345]",1,1.013294357695486,0
449743,uncertain (mod. uncertain),46.0,42.0,17.0,"[46.0,42.0,17.0]","[-0.39838254137833734,-0.007246470624309028,-0.736745440270111]",0,0.6980475062510173,0
449744,uncertain (mod. uncertain),42.0,41.0,21.0,"[42.0,41.0,21.0]","[-0.5658328460062689,-0.095557630873519,-0.09467395183120894]",0,0.7421923170346987,0
449745,uncertain (mod. uncertain),36.0,54.0,14.0,"[36.0,54.0,14.0]","[-0.8170083029481662,1.0524874523662107,-1.2182990565992875]",0,1.8136177090171735,1
449746,uncertain (mod. uncertain),31.0,38.0,15.0,"[31.0,38.0,15.0]","[-1.0263211837330806,-0.36049111162114894,-1.057781184489562]",0,0.6611867197271191,0
449747,uncertain (mod. uncertain),52.0,42.0,20.0,"[52.0,42.0,20.0]","[-0.14720708443644007,-0.007246470624309028,-0.2551918239409345]",0,0.8768300363631508,0
449748,uncertain (mod. uncertain),95.0,57.0,28.0,"[95.0,57.0,28.0]","[1.652883690313824,1.3174209331138405,1.0289511529368696]",2,1.160104082414504,0
